                                          1      1.254  8.063E-01  8.064E-01  8.823E-05
 11   1.279000   5.0  1   2.50E-13  2 u                    (5+)  0
                                          7      0.395  3.971E-01  3.973E-01  6.569E-04
                                          5      0.454  6.016E-01  6.027E-01  1.666E-03
 12   1.417690   2.0 -1             1 g                          0
                                          2      1.040  9.999E-01  1.000E+00  7.003E-05
 13   1.646900   2.0  1   3.70E-13  2 g                          0
                                          9      0.415  7.347E-01  7.354E-01  8.941E-04
                                          7      0.763  2.645E-01  2.646E-01  6.028E-04
 14   1.683800   5.0  1   2.50E-13  3 u                    (5+)  0
                                         11      0.404  1.027E-01  1.028E-01  9.467E-04
                                          4      0.952  2.123E-01  2.123E-01  1.509E-04
                                          1      1.684  6.848E-01  6.849E-01  5.132E-05
 15   1.956000   6.0  1             1 u                    (6+)  0
                                          1      1.956  1.000E+00  1.000E+00  3.953E-05
 16   2.044100   5.0  1             1 c                3+,4+,5+  0
                                          5      1.219  9.999E-01  1.000E+00  1.099E-04
 17   2.130000   3.0  1             1 c                3+,4+,5+  0
                                          1      2.130  9.999E-01  1.000E+00  8.100E-05
 18   2.252600   3.0  1             1 c                3+,4+,5+  0
                                          1      2.253  9.999E-01  1.000E+00  7.143E-05
 19   2.285980   8.0  1   6.90E-13  2 u                    (8+)  0
                                          6      1.416  9.057E-01  9.058E-01  7.025E-05
                                          1      2.286  9.420E-02  9.420E-02  2.928E-05
 20   2.337200   3.0  1   5.00E-14  2 u                    (3+)  0
                                          8      1.450  4.475E-01  4.475E-01  6.724E-05
                                          5      1.512  5.525E-01  5.525E-01  6.230E-05
 21   2.473600   1.0  1   3.20E-13  1 c                   0+,1+  0
                                          8      1.587  9.999E-01  1.000E+00  5.709E-05
 22   2.631200   1.0  1             1 u                      1+  0
                                          3      2.085  1.000E+00  1.000E+00  3.245E-05
 23   2.645000   0.0 -1             0 n                          0
 24   2.677000   2.0  1             0 u                    (2+)  0
 25   2.711000   6.0  1             0 c              (5+,6+,7+)  0
 26   2.771000   3.0  1             0 n                          0
 27   2.785000   4.0  1             0 u                    (4+)  0
 28   2.796000   2.0  1             0 n                       +  0
 29   2.815000   0.0  1             0 n                          0
 30   2.848000   1.0  1             0 c                 (1+,2+)  0
 31   2.858000   4.0  1             0 n                          0
 32   2.872000   6.0 -1             0 n                          0
 33   2.903000   1.0  1             0 u                      1+  0
 34   2.907700   9.0  1   8.00E-14  2 u                    (9+)  0
                                         19      0.622  5.049E-01  5.051E-01  3.659E-04
                                          6      2.038  4.948E-01  4.949E-01  3.587E-05
 35   2.926000   0.0  1             1 u                      0+  0
                                          3      2.380  1.000E+00  1.000E+00  2.610E-05
 36   2.955000   5.0 -1             0 n                          0
 37   2.973000   7.0  1             0 c              (5+,6+,7+)  0
 38   2.982000   2.0  1             0 n                          0
 39   3.022000   4.0  1             0 c                3+,4+,5+  0
 40   3.077000   4.0 -1             0 n                          0
 41   3.097000   4.0  1             0 c                3+,4+,5+  0
 42   3.106000   3.0 -1             0 n                          0
 43   3.130000   1.0  1             0 n                          0
 44   3.199000   6.0  1             0 c                5+,6+,7+  0
 45   3.213000   1.0  1             0 c                   0+,1+  0
 46   3.226000   4.0  1             0 c                3+,4+,5+  0
 47   3.245000   1.0  1             0 u                    (1+)  0
 48   3.297000   3.0  1             0 c              (1+,2+,3+)  0
 49   3.333000   3.0 -1             0 c              (2-,3-,4-)  0
 50   3.351000   0.0 -1             0 n                          0
 51   3.386000   3.0  1             0 u                    (3+)  0
 52   3.423000  -1.0  0             0                            0
 53   3.476000  -1.0  0             0                (3+,4+,5+)  0
 54   3.506000  -1.0  0             0                (3+,4+,5+)  0
 55   3.573000   1.0  1             0 u                      1+  0
 56   3.620000  -1.0  0             0                            0
 57   3.640000  -1.0  0             0                            0
 58   3.655000  -1.0  0             0                            0
 59   3.706000  -1.0  0             0                (2-,3-,4-)  0
 60   3.738000  -1.0  0             0                  3+,4+,5+  0
 61   3.776000  -1.0  0             0                  1+,2+,3+  0
 62   3.837200  11.0  1   1.51E-11  1 u                   (11+)  0
                                         34      0.930  9.998E-01  1.000E+00  2.082E-04
 63   3.884000  -1.0  0             0                            0
 64   3.898000  -1.0  0             0                            0
 65   3.936000  -1.0  0             0                            0
 66   3.974000   1.0  1             0 u                      1+  0
 67   3.987000  -1.0  0             0                            0
 68   4.040000  -1.0  0             0                            0
 69   4.061000  -1.0  0             0                            0
 70   4.129000  -1.0  0             0                            0
 71   4.136000  -1.0  0             0                            0
 72   4.164200  10.0  1   1.40E-13  1 u                   (10+)  0
                                         34      1.257  9.999E-01  1.000E+00  8.786E-05
 73   4.236000  -1.0  0             0                            0
 74   4.281000  -1.0  0             0                  1+,2+,3+  0
 75   4.314000  -1.0  0             0                            0
 76   4.340000  -1.0  0             0                            0
 77   4.376000   1.0  1             0 u                      1+  0
 78   4.390000   2.0  1             0 u                    (2+)  0
 79   4.439000   3.0  1             0 u                      3+  0
 80   4.461000  -1.0  0             0                            0
 81   4.500000  -1.0  0             0                            0
 82   4.540000  -1.0  0             0                            0
 83   4.620000  -1.0  0             0                (2-,3-,4-)  0
 84   4.679000  -1.0  0             0                            0
 85   4.697000  -1.0  0             0                            0
 86   4.837000  -1.0  0             0                     0+,1+  0
 87   4.953000   1.0  1             0 u                      1+  0
 88   5.043000  -1.0  0             0                            0
 89   5.069000   2.0  1             0 u                    (2+)  0
 90   5.313000  -1.0  0             0                            0
 91   5.403000  -1.0  0             0                            0
 92   5.466000  -1.0  0             0                            0
 93   5.491000  -1.0  0             0                     0+,1+  0
 94   5.520000   8.0 -1             0 u                      8-  0
 95   5.751000  -1.0  0             0                            0
 96   5.782000  -1.0  0             0                            0
