 BNL-325 Resonance parameters (Split by isotope - A.Trkov, Nov02)  325 0  0    0
 5.3570E+03 5.0000E+00 1.0197E+01 1.0000E+01 1.9671E-01 0.0000E+003273 2151  102
 5.7460E+03 4.0000E+00 6.3078E+00 6.1111E+00 1.9671E-01 0.0000E+003273 2151  103
 6.2000E+03 5.0000E+00 2.6513E+00 2.4545E+00 1.9671E-01 0.0000E+003273 2151  104
 6.3200E+03 4.0000E+00 2.7523E+00 2.5556E+00 1.9671E-01 0.0000E+003273 2151  105
 6.5850E+03 5.0000E+00 1.0197E+01 1.0000E+01 1.9671E-01 0.0000E+003273 2151  106
 7.7700E+03 4.0000E+00 1.8530E+01 1.8333E+01 1.9671E-01 0.0000E+003273 2151  107
 8.5300E+03 5.0000E+00 3.2924E+01 3.2727E+01 1.9671E-01 0.0000E+003273 2151  108
 0.0000E+00 0.0000E+00          0          0          0          03273 2  0  137
 0.0000E+00 0.0000E+00          0          0          0          03273 0  0  138
 0.0000E+00 0.0000E+00          0          0          0          0   0 0  0  139
                                                                     1 0  0    0
 3.207400+4 7.400000+1          1          0          0          04731 1451
 0.0        0.0                 0          0          0          64731 1451
 1.000000+0 2.000000+7          0          0         10          74731 1451
 0.0        0.0                 0          0         18          24731 1451
 zsymam               RES. EVAL                        1999mmdd   4731 1451
**********************                                            4731 1451
 RESONANCE PARAMETERS (S. Mughabghab, BNL, December 2002)         4731 1451
      The resonance parameters of Maletski et al.[1] in the       4731 1451  
the energy region 2.84-61.0 keV were adopted. A bound level       4731 1451  
level is required to fit a thermal capture cross section of       4731 1451  
0.53-+0.05 b [2]and a coherent scattering amplitude of            4731 1451  
7.58-+0.10 F.  A radiative width of 0.160 eV is assumed for       4731 1451  
the negative energy resonance. In these calulation  a potential   4731 1451  
scattering radius of 7.0 F is assumed from the systematics[4].    4731 1451                                                              4731 1451  
REFERENCES                                                        4731 1451  
                                                                  4731 1451  
1. Kh Maletsky et al. Sov. Jour. of Atomic Energy 24,207 (1968).  4731 1451  
2. S. F. Mughabghab in INDC(NDS)-424,2001.                        4731 1451  
3. L. Koester et al. Zeit. Phyz. A327,129 (1987).                 4731 1451  
4. S. F. Mughabghab, Neutron Cross Sections, Vol. 1 Part B        4731 1451  
   Academic Press (New York,1984).                                4731 1451  
**********************                                            4731 1451
                                1        451         11          04731 1451
                                2        151       9999          04731 1451
                                                                  4731 1  099999
                                                                  4731 0  0    0
 3.207400+4 7.400000+1          0          0          1          04731 2151
 3.207400+4 1.000000+0          0          0          1          04731 2151
 1.000000-5 6.105000+3          1          2          0          04731 2151
 0.0        7.000000-1          0          0          2          04731 2151
 7.336430+1 0.0                 0          0         54          94731 2151
-1.037000+3 5.000000-1 2.497016+1 2.497000+1 1.600000-1           4731 2151
 2.846000+3 5.000000-1 8.160000+0 8.000000+0 1.600000-1           4731 2151
 4.990000+3 5.000000-1 9.412000+1 9.400000+1 1.200000-1           4731 2151
 1.203000+4 5.000000-1 2.416000+1 2.400000+1 1.600000-1           4731 2151 
 1.945000+4 5.000000-1 1.201600-1 1.200000+2 1.600000-1           4731 2151 
 2.191000+4 5.000000-1 5.016000+1 5.000000+1 1.600000-1           4731 2151 
 2.510000+4 5.000000-1 4.416000+1 4.400000+1 1.600000-1           4731 2151 
 4.280000+4 5.000000-1 5.001600+2 5.000000+2 1.600000-1           4731 2151 
 6.104000+4 5.000000-1 8.101600+2 8.100000+2 1.600000-1           4731 2151 
 7.336430+1 0.0                 1          0         12          24731 2151
 3.035000+3 5.000000-1 1.230000+0 1.000000+0 2.300000-1           4731 2151
 4.170000+3 1.500000+0 2.320000-1 3.200000-2 2.000000-1           4731 2151
        0.0        0.0          0          0          0          04731 2  099999
        0.0        0.0          0          0          0          04731 0  0    0
 3.2076E+04 7.5267E+01          1          0          2          13276 1451    1
 0.0000E+00 0.0000E+00          0          0          0          63276 1451    2
 1.0000E+00 0.0000E+00          0          0          0          03276 1451    2
 0.0000E+00 0.0000E+00          0          0          2          03276 1451    3
          RESONANCE PARAMETERS OF NEUTRON CROSS SECTIONS          3276 1451    4
             ACADEMIC PRESS VOL 1A (1981),1B (1984)               3276 1451    5
 0.0000E+00 0.0000E+00          0          0          0          03276 1  0    6
 0.0000E+00 0.0000E+00          0          0          0          03276 0  0    7
 3.2076E+04 7.5267E+01          0          0          1          03276 2151    8
 3.2076E+04 1.0000E+00          0          0          1          03276 2151  124
 1.0000E-05 5.3570E+04          1          2          0          03276 2151  125
 0.0000E+00 6.7000E-01          0          0          1          03276 2151  126
 7.5267E+01 0.0000E+00          0          0         54          93276 2151  127
-4.7400E+03 5.0000E-01 3.7772E+02 3.7760E+02 1.1500E-01 0.0000E+003276 2151  128
 5.5000E+02 5.0000E-01 4.6500E-01 3.5000E-01 1.1500E-01 0.0000E+003276 2151  129
 4.7600E+03 5.0000E-01 6.1150E+00 6.0000E+00 1.1500E-01 0.0000E+003276 2151  130
 1.3940E+04 5.0000E-01 2.0115E+01 2.0000E+01 1.1500E-01 0.0000E+003276 2151  131
 1.5050E+04 5.0000E-01 8.4115E+01 8.4000E+01 1.1500E-01 0.0000E+003276 2151  132
 2.1040E+04 5.0000E-01 4.1115E+01 4.1000E+01 1.1500E-01 0.0000E+003276 2151  133
 2.2460E+04 5.0000E-01 1.7511E+02 1.7500E+02 1.1500E-01 0.0000E+003276 2151  134
 2.9600E+04 5.0000E-01 7.6011E+02 7.6000E+02 1.1500E-01 0.0000E+003276 2151  135
 4.8700E+04 5.0000E-01 2.3011E+02 2.3000E+02 1.1500E-01 0.0000E+003276 2151  136
 0.0000E+00 0.0000E+00          0          0          0          03276 2  0  137
 0.0000E+00 0.0000E+00          0          0          0          03276 0  0  138
 0.0000E+00 0.0000E+00          0          0          0          0   0 0  0  139
 0.0000E+00 0.0000E+00          0          0          0          0  -1 0  0  139


